"2,52"
"2,55"
"1,53"
"2,67"
"2,76"
"2,23"
"2,45"
"2,45"
"1,89"
"2,28"
"1,92"
"1,53"
"2,81"
"2,81"
"2,15"
"2,23"
"1,81"
"1,45"
"1,79"
"1,79"
"2,83"
"1,55"
"2,56"
"2,13"
"1,76"
"2,23"
"1,42"
