40,200,80,10,15
40,200,80,12,15
60,240,120,10,25
60,280,80,8,20
40,240,80,8,15
60,280,80,12,25
60,280,100,8,15
60,280,100,8,20
60,280,100,12,15
60,280,120,8,25
60,280,120,10,15
60,280,120,12,20
80,200,80,8,20
80,200,80,8,25
40,240,100,8,15
80,200,100,8,15
40,240,120,8,25
80,200,100,12,25
80,200,120,8,15
80,200,120,8,25
80,240,80,8,15
40,240,100,12,15
80,240,100,8,15
40,280,120,8,25
80,240,100,12,25
80,240,120,8,15
80,240,120,12,25
